(Number of Clickable Elements - Middle),Number of General  Elements,(Number of Clickable Elements - Bottom),(Number of Clickable Elements - Top),(Number of vertical swipeable Elements - Middle),is the activity contain a navigation drawer,(Number of Text Fields Elements - Middle),(Number of horizontal swipeable Elements - Middle),(Number of Text Fields Elements - Bottom),(Number of Text Fields Elements - Top),keywords
10,14,1,1,0,0,2,0,0,0,password login 
8,11,0,1,0,0,2,0,0,0,password login 
0,13,1,3,0,0,9,0,0,0,username password login 
3,8,2,1,0,0,2,0,0,0,password login 
3,3,0,0,0,0,0,0,0,0,
2,3,1,0,0,0,0,0,0,0,login 
2,4,0,0,0,0,2,0,0,0,username password login 
3,5,0,0,0,0,2,0,0,0,password login 
3,7,1,0,0,0,3,0,0,0,username password login 
1,2,0,0,0,0,0,0,0,1,username password 
2,6,0,2,0,0,2,0,0,0,password login register 
2,4,0,0,0,0,2,0,0,0,password login 
5,11,2,4,0,0,0,0,0,0,login 
1,3,0,0,0,0,2,0,0,0,username password login register 
5,8,0,0,0,0,3,0,0,0,register 
3,6,0,1,0,0,2,0,0,0,username password login register 
4,6,0,0,0,0,2,0,0,0,username password login 
2,5,0,1,0,0,2,0,0,0,username password login 
0,3,1,0,0,0,1,0,1,0,password login register 
4,7,0,1,0,0,2,0,0,0,username password login register 
3,8,0,3,0,0,2,0,0,0,password login register 
4,7,0,1,0,0,2,0,0,0,password login 
5,7,0,0,0,0,2,0,0,0,username password login 
5,8,0,1,0,0,2,0,0,0,password 
0,5,1,0,0,0,4,0,0,0,username password login 
1,7,1,0,0,0,5,0,0,0,username password login 
0,3,1,0,0,0,2,0,0,0,username password login 
3,5,0,0,0,0,2,0,0,0,username password login 
2,6,0,0,0,0,4,0,0,0,password login 
5,8,0,1,0,0,2,0,0,0,username password login 
1,4,0,1,0,0,1,0,0,1,username password login register 
2,6,0,2,0,0,2,0,0,0,password login register 
3,12,0,1,0,0,6,0,0,2,password 
3,6,0,3,0,1,0,0,0,0,login 
2,5,1,0,0,0,2,0,0,0,password login 
3,6,0,1,0,0,2,0,0,0,password 
2,5,0,1,0,0,1,0,0,1,username password login 
3,12,1,3,0,0,4,0,0,1,password register 
4,11,0,5,0,0,2,0,0,0,username password login 
1,6,0,1,0,0,4,0,0,0,username password 
4,8,0,1,0,0,3,0,0,0,password login register 
2,11,1,4,0,0,4,0,0,0,password login register verify 
4,5,0,1,0,0,0,0,0,0,login register 
3,4,0,0,0,0,1,0,0,0,login register 
5,7,0,0,0,0,2,0,0,0,username password login register 
5,7,0,0,0,0,2,0,0,0,username password login register 
5,8,0,0,0,0,3,0,0,0,username password login register 
2,4,0,0,0,0,2,0,0,0,username password login 
0,3,1,0,0,0,2,0,0,0,
1,7,2,0,0,0,4,0,0,0,username password login 
1,7,3,0,0,0,3,0,0,0,username password login 
2,4,0,0,0,0,2,0,0,0,username password login 
3,5,0,0,0,0,2,0,0,0,username password login 
3,7,1,1,0,0,2,0,0,0,username password login register 
4,7,1,0,0,0,2,0,0,0,password login register 
9,12,0,1,0,1,1,0,0,1,username password login register 
2,6,0,0,0,0,3,0,0,1,password 
4,6,0,0,0,0,2,0,0,0,password login 
1,6,1,2,0,0,2,0,0,0,username password login 
4,5,1,0,0,0,0,0,0,0,login 
1,7,3,0,0,0,3,0,0,0,username password login 
2,6,1,1,0,0,2,0,0,0,password 
7,9,0,0,0,0,2,0,0,0,username password verify 
2,5,0,1,0,0,2,0,0,0,password login register 
4,9,1,0,0,0,4,0,0,0,password verify 
5,7,0,0,0,0,2,0,0,0,password 
5,9,0,2,0,0,2,0,0,0,username password login register verify 
1,3,0,0,0,0,2,0,0,0,password login 
2,6,2,0,0,0,2,0,0,0,password login register 
1,2,0,1,0,0,0,0,0,0,verify 
5,9,0,0,0,0,4,0,0,0,username password login 
4,8,0,1,0,0,3,0,0,0,username password login register 
2,3,1,0,0,0,0,0,0,0,
8,10,0,0,0,0,2,0,0,0,password login 
4,6,0,2,0,0,0,0,0,0,login 
4,6,0,2,0,0,0,0,0,0,login 
3,8,0,1,0,0,4,0,0,0,username password 
0,2,2,0,0,0,0,0,0,0,login 
1,2,0,0,0,0,1,0,0,0,
1,2,0,0,0,0,1,0,0,0,
0,4,2,0,0,0,2,0,0,0,username password login 
3,8,0,3,0,0,2,0,0,0,password login register 
2,10,3,0,0,0,5,0,0,0,password login 
3,6,1,0,0,0,2,0,0,0,password login 
3,4,0,0,0,0,1,0,0,0,password login 
0,2,1,0,0,0,1,0,0,0,password login 
5,7,0,0,0,0,2,0,0,0,username password login register 
1,4,0,1,0,0,2,0,0,0,password register 
2,7,1,2,0,1,2,0,0,0,password login register 
3,14,2,1,0,0,7,0,0,1,password 
3,4,1,0,0,0,0,0,0,0,
5,8,0,1,0,0,1,0,0,1,username password login register 
5,8,0,1,0,0,2,0,0,0,username password login register 
2,5,2,1,0,1,0,0,0,0,login 
0,5,0,2,0,0,3,0,0,0,password 
4,6,0,0,0,0,1,0,0,1,username password login 
5,8,1,0,0,0,2,0,0,0,password login 
1,1,0,0,0,0,0,0,0,0,password login 
2,4,0,0,0,0,2,0,0,0,username password login 
4,4,0,0,0,0,0,0,0,0,login 
4,7,0,1,0,0,1,0,0,1,username password login 
3,4,0,1,0,0,0,0,0,0,login 
6,9,0,1,0,0,2,0,0,0,username password login 
6,7,0,1,0,0,0,0,0,0,login 
5,7,0,0,0,0,2,0,0,0,username password login 
4,6,0,0,0,0,2,0,0,0,username password login 
1,3,0,0,1,0,0,0,0,0,
3,6,1,0,0,0,2,0,0,0,password login register 
1,3,1,0,0,0,1,0,0,0,password login register 
4,6,0,0,0,0,2,0,0,0,password login register 
4,6,0,0,0,0,2,0,0,0,username password login 
4,7,0,1,0,0,2,0,0,0,password login register 
5,8,1,0,0,0,2,0,0,0,password login register 
6,8,0,0,0,0,2,0,0,0,username password login register 
0,2,0,0,0,0,2,0,0,0,password register 
4,6,0,0,0,0,1,0,0,1,password login 
1,7,3,0,0,0,2,0,0,1,username password login 
6,8,0,0,0,0,2,0,0,0,username password 
4,6,0,0,0,0,2,0,0,0,password login 
3,6,0,1,0,0,1,0,0,1,password login 
2,4,0,0,0,0,2,0,0,0,password 
2,5,1,0,0,0,2,0,0,0,username password login register 
4,8,1,1,0,0,2,0,0,0,username password login 
3,6,0,1,0,0,2,0,0,0,password login welcome back 
3,5,0,1,0,0,0,1,0,0,password login 
5,7,0,0,0,0,2,0,0,0,password 
5,7,0,0,0,0,2,0,0,0,password 
2,4,0,0,0,0,2,0,0,0,password 
2,5,0,1,0,0,2,0,0,0,login 
4,4,0,0,0,0,0,0,0,0,login 
3,5,0,0,0,0,2,0,0,0,username password login 
2,4,0,0,0,0,2,0,0,0,username password login 
2,4,0,0,0,0,2,0,0,0,username password login 
3,5,0,0,0,0,2,0,0,0,username password login 
3,5,0,0,0,0,2,0,0,0,password login 
3,8,0,3,0,0,2,0,0,0,password login 
1,2,0,1,0,0,0,0,0,0,login 
1,2,0,1,0,0,0,0,0,0,login 
2,3,0,0,0,0,0,0,0,0,
4,8,0,2,0,0,2,0,0,0,username password 
3,6,0,1,0,0,2,0,0,0,password login 
4,5,0,0,0,1,0,1,0,0,login 
0,2,0,0,0,0,2,0,0,0,password 
2,8,2,2,0,0,2,0,0,0,password login register 
1,3,0,1,0,0,1,0,0,0,password 
2,4,0,0,0,0,2,0,0,0,password login 
2,3,0,0,0,0,1,0,0,0,username password login 
4,6,0,2,0,0,0,0,0,0,login 
4,10,0,0,0,0,6,0,0,0,username password login 
4,8,0,1,0,0,3,0,0,0,username password login register 
2,2,0,0,0,0,0,0,0,0,
2,2,0,0,0,0,0,0,0,0,login 
1,3,0,0,0,0,1,0,0,1,password 
3,10,0,2,0,0,3,0,0,2,username password login register 
2,5,0,1,0,0,1,0,0,1,username password login 
3,5,0,0,0,0,2,0,0,0,
1,5,0,1,0,1,3,0,0,0,
3,9,3,0,0,0,3,0,0,0,login 
2,9,3,0,0,0,4,0,0,0,login 
1,7,3,0,0,0,3,0,0,0,username password login 
1,5,0,2,0,0,2,0,0,0,password register 
2,5,0,1,0,0,2,0,0,0,password login 
3,8,0,1,0,0,4,0,0,0,password 
4,8,0,2,0,0,2,0,0,0,username password login 
5,10,1,2,0,0,2,0,0,0,username password login 
3,7,0,2,0,1,2,0,0,0,password register 
2,9,0,1,0,0,6,0,0,0,username password login 
2,4,0,0,0,0,2,0,0,0,username password login 
3,3,0,0,0,0,0,0,0,0,
4,6,0,0,0,0,0,0,0,2,username password login 
2,4,0,0,0,0,2,0,0,0,password login register verify 
3,8,1,0,0,0,4,0,0,0,password login register 
5,10,0,1,0,0,4,0,0,0,password login 
1,4,1,0,0,0,1,0,0,1,password login 
3,5,0,0,0,0,2,0,0,0,password login register 
5,9,0,2,0,1,2,0,0,0,password login register 
1,3,0,0,0,0,2,0,0,0,password 
4,7,0,1,0,0,2,0,0,0,password login 
1,5,3,0,0,0,0,0,0,0,login 
2,12,0,4,0,0,6,0,0,0,password login 
1,5,0,1,0,0,3,0,0,0,username password login 
1,3,0,0,0,0,2,0,0,0,username password login register 
7,8,0,1,0,0,0,0,0,0,password login 
2,5,1,0,0,0,2,0,0,0,password login 
4,7,0,2,0,0,1,0,0,0,
4,6,0,0,0,0,2,0,0,0,username password login 
4,6,0,0,0,0,2,0,0,0,username password login register 
7,11,0,0,0,0,4,0,0,0,username password login 
3,6,0,3,0,2,0,0,0,0,username password login register 
0,1,0,1,0,0,0,0,0,0,
5,8,0,1,0,0,2,0,0,0,password login 
1,7,0,2,0,0,4,0,0,0,username password 
3,5,0,0,0,0,1,0,0,1,password login register 
5,8,0,0,0,0,3,0,0,0,password login register 
2,2,0,0,0,0,0,0,0,0,
2,6,1,1,0,0,2,0,0,0,password login 
1,5,0,2,0,0,2,0,0,0,password login 
2,10,0,1,0,0,6,0,0,1,username password register 
6,13,0,1,0,0,5,0,0,1,username password register 
2,3,0,0,0,0,1,0,0,0,
2,7,1,2,0,0,2,0,0,0,password 
0,1,0,0,0,0,1,0,0,0,login 
1,4,0,1,0,0,2,0,0,0,password 
1,6,0,1,0,0,4,0,0,0,username password 
3,5,0,1,0,0,1,0,0,0,login 
5,8,1,0,0,0,2,0,0,0,password login register 
1,8,1,0,0,0,5,0,1,0,
3,6,0,0,0,0,3,0,0,0,username password login 
4,6,0,0,0,0,2,0,0,0,username password login 
5,7,0,0,0,0,2,0,0,0,username password login 
1,5,2,0,0,0,2,0,0,0,username password 
2,4,0,0,0,0,2,0,0,0,username password login 
2,3,0,0,0,0,0,0,0,1,username password login 
2,4,0,0,0,0,1,0,0,1,username password login 
2,4,0,0,0,0,1,0,0,1,username password login 
0,5,3,0,0,0,1,0,1,0,username password register 
0,3,0,1,0,0,2,0,0,0,password login 
2,5,0,1,0,0,2,0,0,0,username password login 
0,4,0,1,0,0,3,0,0,0,username password login 
8,11,0,2,0,0,1,0,0,0,password login 
5,8,0,1,0,0,2,0,0,0,username password login 
2,4,0,0,0,0,2,0,0,0,username password 
0,1,0,1,0,0,0,0,0,0,login 
1,6,0,2,0,0,3,0,0,0,password login 
2,7,0,2,0,0,3,0,0,0,password login 
1,5,0,1,0,0,2,0,0,1,username password register 
5,9,0,2,0,0,2,0,0,0,username password login verify 
3,6,1,0,0,0,2,0,0,0,password login 
3,6,1,0,0,0,2,0,0,0,username password login register 
6,8,0,1,0,0,1,0,0,0,password login 
3,6,0,1,0,0,2,0,0,0,password login 
2,7,0,3,0,0,2,0,0,0,username login 
3,5,0,0,0,0,2,0,0,0,username password login 
1,6,0,0,0,0,5,0,0,0,password login 
0,3,2,0,0,0,0,1,0,0,login register 
2,4,0,1,0,0,1,0,0,0,register 
4,7,1,2,0,0,0,0,0,0,password 
1,4,0,1,0,0,2,0,0,0,password 
3,4,1,0,0,0,0,0,0,0,password login register 
1,2,0,0,0,0,0,0,0,0,login 
0,1,0,1,0,0,0,0,0,0,
1,4,1,0,0,0,2,0,0,0,username password login 
1,4,0,1,0,0,2,0,0,0,password 
3,7,0,2,0,0,2,0,0,0,password login 
4,8,0,2,0,0,1,0,0,1,password login 
1,3,0,1,0,0,1,0,0,0,username password login 
1,5,0,1,0,0,3,0,0,0,username password login 
2,2,0,0,0,0,0,0,0,0,login 
3,8,2,0,0,0,3,0,0,0,password login 
2,5,1,0,0,0,2,0,0,0,login register 
3,6,0,0,0,0,2,0,0,1,password login 
3,5,0,0,0,0,1,0,0,1,password login 
3,4,0,0,0,0,1,0,0,0,
0,3,2,0,0,0,1,0,0,0,password 
1,3,0,0,0,0,2,0,0,0,username password login 
5,10,3,0,0,0,2,0,0,0,username password login register 
1,7,4,0,0,0,2,0,0,0,username password login register 
1,6,0,0,0,0,5,0,0,0,password register 
1,5,0,1,0,0,3,0,0,0,username password 
3,6,0,1,0,0,2,0,0,0,username password login 
3,9,1,1,0,0,2,0,0,2,username password login register 
2,7,0,0,0,0,5,0,0,0,password register 
4,8,2,0,0,0,2,0,0,0,password login 
3,8,0,1,0,0,2,0,0,2,password 
1,1,0,0,0,0,0,0,0,0,
2,4,0,0,0,0,2,0,0,0,username password login 
5,8,1,0,0,0,2,0,0,0,password login register 
2,6,1,0,0,0,3,0,0,0,password login 
6,8,0,0,0,0,2,0,0,0,password login 
3,5,0,1,0,0,1,0,0,0,
3,7,0,1,0,0,3,0,0,0,password login 
3,3,0,0,0,0,0,0,0,0,login 
2,7,0,3,0,0,2,0,0,0,username password login register 
3,5,1,0,0,0,1,0,0,0,password 
6,8,0,0,0,0,0,0,0,2,username password login 
1,8,1,2,0,0,3,0,0,1,username password login register 
2,7,1,2,0,0,1,0,0,1,username password login 
4,7,0,1,0,0,2,0,0,0,password login register 
3,6,1,0,0,0,2,0,0,0,password login 
3,5,0,0,0,0,2,0,0,0,password login 
3,7,0,1,0,1,3,0,0,0,login 
6,8,0,0,0,0,2,0,0,0,username password login 
3,5,0,0,0,0,2,0,0,0,password login 
1,2,0,0,0,0,1,0,0,0,username login 
4,6,0,0,0,0,2,0,0,0,username password login 
0,1,0,0,0,0,1,0,0,0,password login 
3,6,1,0,0,0,2,0,0,0,username password login verify 
3,5,0,0,0,0,2,0,0,0,username password login 
4,6,0,0,0,0,2,0,0,0,login register 
4,6,0,0,0,0,2,0,0,0,password login 
1,4,1,0,0,0,2,0,0,0,username password login 
1,7,3,0,0,0,3,0,0,0,username password login 
1,4,0,1,0,0,2,0,0,0,username password login 
5,7,0,0,0,0,2,0,0,0,username password login 
1,3,0,0,0,0,2,0,0,0,password 
2,4,0,0,0,0,2,0,0,0,
2,3,0,0,0,0,1,0,0,0,login 
1,3,0,1,0,0,1,0,0,0,username register 
1,5,2,0,1,0,0,0,0,1,
1,2,0,0,0,0,1,0,0,0,login 
0,7,2,3,0,0,1,0,0,1,password 
2,3,0,0,0,0,1,0,0,0,register 
7,15,2,4,0,0,2,0,0,0,password login 
4,6,0,0,0,0,1,0,0,1,password login 
3,7,1,1,0,0,2,0,0,0,username password login register 
4,8,1,0,0,0,2,0,0,0,username password login register 
4,9,0,1,0,0,4,0,0,0,username password login 
0,7,5,0,0,0,2,0,0,0,password login 
2,6,3,0,0,0,1,0,0,0,
3,5,0,0,0,0,2,0,0,0,password login register 
6,12,0,0,0,0,6,0,0,0,username password login 
2,5,0,1,0,0,2,0,0,0,
4,4,0,0,0,0,0,0,0,0,username password login verify 
5,10,0,2,0,0,2,0,0,1,password login 
2,9,0,2,0,0,4,0,0,1,password login 
4,7,0,1,0,0,2,0,0,0,password login 
2,5,0,1,0,0,2,0,0,0,login 
3,7,1,0,0,0,3,0,0,0,password login 
5,8,0,0,0,0,2,0,0,1,username password 
2,5,0,2,0,0,1,0,0,0,username password login 
3,7,0,2,0,0,2,0,0,0,username password login 
2,3,0,0,0,0,1,0,0,0,register 
3,6,0,1,0,1,2,0,0,0,password login register 
2,10,1,1,0,0,6,0,0,0,password login register 
3,7,0,2,0,0,1,0,0,1,password login 
2,5,0,0,0,0,2,0,0,0,password login 
3,5,0,0,0,0,2,0,0,0,password login 
3,5,0,0,0,0,2,0,0,0,password login 
3,6,0,0,0,0,2,0,0,0,login 
2,6,0,1,0,0,3,0,0,0,password login register 
4,5,0,0,0,0,1,0,0,0,password login register 
2,7,2,1,0,0,1,0,0,1,username password register 
2,6,0,2,0,0,2,0,0,0,username password login 
2,6,0,2,0,0,2,0,0,0,username password login 
1,5,0,1,0,0,2,0,0,0,
2,3,0,0,0,0,1,0,0,0,password 
5,7,0,0,0,0,2,0,0,0,username password login 
5,8,0,1,0,0,2,0,0,0,username password login 
5,8,0,0,0,0,3,0,0,0,password login 
2,9,0,1,0,0,6,0,0,0,password 
3,7,0,1,0,0,2,0,0,1,username password login 
1,6,1,1,0,0,2,0,0,1,username password login 
1,7,3,0,0,0,2,0,0,1,password login 
3,6,0,1,0,0,2,0,0,0,username password login 
4,6,0,0,0,0,2,0,0,0,password login 
3,5,0,0,0,0,2,0,0,0,password login register 
3,8,0,2,0,0,3,0,0,0,password register 
1,4,0,1,0,0,2,0,0,0,username password login 
10,15,2,1,0,0,2,0,0,0,username password login 
4,7,0,0,0,0,3,0,0,0,username password login 
1,2,0,0,0,0,1,0,0,0,password login 
2,8,2,2,0,0,2,0,0,0,password login register 
2,4,1,1,0,0,0,0,0,0,login 
5,8,1,2,0,0,0,0,0,0,password 
4,6,1,1,0,0,0,0,0,0,
4,6,0,0,0,0,2,0,0,0,password login register 
4,7,0,1,0,0,2,0,0,0,password login 
1,3,0,1,0,0,1,0,0,0,password login register 
3,7,0,0,0,0,4,0,0,0,
0,9,1,2,0,0,6,0,0,0,
2,5,0,2,0,0,1,0,0,0,password login 
5,7,0,0,0,0,2,0,0,0,username password login 
4,5,0,0,0,0,1,0,0,0,login 
4,7,0,1,0,1,2,0,0,0,username password login 
1,6,2,0,0,0,2,0,0,1,username password login 
4,7,0,1,0,0,2,0,0,0,password authenticate 
1,4,0,1,0,0,2,0,0,0,username password login 
2,5,1,0,0,0,2,0,0,0,password login register 
1,5,2,0,0,0,2,0,0,0,password login register 
4,7,0,1,0,0,2,0,0,0,password 
3,6,1,0,0,0,2,0,0,0,username password login 
1,6,1,2,0,0,2,0,0,0,username password login 
0,3,1,0,0,0,2,0,0,0,password 
8,13,3,0,0,0,2,0,0,0,password login 
1,7,3,0,0,0,2,0,0,1,password login 
2,3,1,0,0,0,0,0,0,0,login 
2,4,0,0,0,0,2,0,0,0,username password login 
2,7,1,0,0,0,4,0,0,0,password login 
5,7,0,0,0,0,2,0,0,0,username password 
1,5,2,0,0,0,2,0,0,0,username password login 
4,6,0,0,0,0,2,0,0,0,password login 
1,2,0,1,0,1,0,0,0,0,username 
8,10,0,0,0,0,1,0,0,1,username password login 
1,3,0,1,0,1,1,0,0,0,username 
4,9,0,2,0,0,3,0,0,0,username password login 
3,5,0,0,0,0,1,0,0,1,password login register 
1,3,0,1,0,1,1,0,0,0,username 
4,7,0,1,0,0,2,0,0,0,password login register 
1,4,0,2,0,1,1,0,0,0,login 
1,5,2,1,0,0,1,0,0,0,register 
3,5,0,0,0,0,2,0,0,0,password 
1,6,2,0,0,0,3,0,0,0,password 
3,7,0,2,0,0,2,0,0,0,password login 
1,8,1,2,0,0,4,0,0,0,password login authenticate 
1,6,1,2,0,0,2,0,0,0,username password login 
4,7,0,0,0,0,3,0,0,0,username password login 
4,6,0,0,0,0,2,0,0,0,username password login 
2,7,0,1,0,0,4,0,0,0,password 
0,4,0,2,0,0,2,0,0,0,password login 
4,8,1,0,0,0,3,0,0,0,username password login 
3,4,0,0,0,0,0,1,0,0,login 
3,6,0,1,0,0,1,0,0,1,password login 
0,3,2,0,0,0,1,0,0,0,password 
2,5,0,1,0,0,1,0,0,1,password 
2,4,0,0,0,0,2,0,0,0,
2,5,1,0,0,0,2,0,0,0,username password login register 
2,5,1,0,0,0,2,0,0,0,username password login register 
3,10,0,4,0,0,3,0,0,0,password login register 
2,7,0,3,0,0,2,0,0,0,username password login 
2,4,0,0,0,0,2,0,0,0,username password login 
3,5,0,0,0,0,2,0,0,0,username password login 
4,6,0,0,0,0,2,0,0,0,username password login 
6,9,0,1,0,0,2,0,0,0,password login register 
1,4,0,1,0,0,2,0,0,0,username password login 
3,6,0,1,0,0,2,0,0,0,password login 
2,4,1,0,0,0,1,0,0,0,login 
3,5,0,0,0,0,2,0,0,0,username password login register 
2,5,0,0,0,0,3,0,0,0,password login register 
2,3,0,0,0,0,1,0,0,0,password login 
0,5,1,1,0,0,3,0,0,0,password 
4,8,0,0,0,0,2,0,0,2,password login 
3,6,1,0,0,0,2,0,0,0,password 
3,8,1,2,0,0,2,0,0,0,password 
2,3,0,0,0,0,1,0,0,0,
6,12,0,0,0,0,6,0,0,0,password login 
3,7,0,1,0,0,2,0,0,1,username password login 
1,4,0,0,0,0,2,0,0,0,username password login 
2,7,0,0,0,0,5,0,0,0,username password register 
1,2,0,0,0,0,1,0,0,0,username 
6,8,0,0,0,0,2,0,0,0,username password login register 
2,5,0,1,0,0,2,0,0,0,username password login authenticate 
5,8,0,1,0,0,1,0,0,1,username password 
4,5,0,1,0,0,0,0,0,0,
1,6,1,2,0,0,2,0,0,0,password login 
2,4,1,0,0,0,1,0,0,0,password login register 
3,5,1,0,0,0,1,0,0,0,password login register 
5,9,1,0,0,0,3,0,0,0,password login register 
2,5,0,1,0,0,2,0,0,0,password login 
2,6,2,0,0,0,2,0,0,0,username password login 
0,3,3,0,0,0,0,0,0,0,password login register 
3,3,0,0,0,0,0,0,0,0,login 
2,5,0,1,0,0,1,0,0,1,password login register 
2,5,1,0,0,0,2,0,0,0,password login register 
4,4,0,0,0,0,0,0,0,0,
3,7,0,1,0,1,3,0,0,0,password login 
4,8,2,0,0,0,2,0,0,0,password login register 
3,6,0,1,0,1,2,0,0,0,password login 
1,3,0,0,0,0,1,0,0,1,
5,7,0,0,0,0,2,0,0,0,username password login 
3,5,0,0,0,0,2,0,0,0,password login 
4,4,0,0,0,0,0,0,0,0,password login 
0,3,1,0,0,0,2,0,0,0,password 
2,4,0,0,0,0,1,0,0,1,password login 
2,2,0,0,0,0,0,0,0,0,login 
3,4,0,0,0,0,1,0,0,0,username login register 
3,5,0,0,0,0,2,0,0,0,username password login 
3,7,0,0,0,0,4,0,0,0,password login 
4,6,0,0,0,0,2,0,0,0,password login 
2,2,0,0,0,0,0,0,0,0,login 
3,7,1,1,0,0,2,0,0,0,password login 
4,6,1,1,0,0,0,0,0,0,login 
2,7,2,1,0,0,1,0,0,1,password login 
3,6,2,1,0,0,0,0,0,0,login 
1,5,2,0,0,0,2,0,0,0,password login 
4,7,0,1,0,0,2,0,0,0,login 
1,5,2,0,0,0,2,0,0,0,password 
0,11,1,0,8,0,0,0,0,0,
4,9,0,4,0,0,1,0,0,0,password login 
2,6,2,0,0,0,2,0,0,0,password 
3,8,0,2,0,0,3,0,0,0,username password login 
2,4,0,0,0,0,2,0,0,0,username 
4,8,0,2,0,0,2,0,0,0,password login 
1,5,1,0,0,0,1,0,0,2,password login 
4,6,0,0,0,0,2,0,0,0,username password login register 
3,6,1,0,0,0,2,0,0,0,password 
4,9,2,1,0,0,2,0,0,0,password login register 
2,7,1,2,0,0,2,0,0,0,username password login 
3,12,0,2,0,0,7,0,0,0,password register verify 
5,10,0,0,0,0,5,0,0,0,password login 
3,6,0,0,0,0,3,0,0,0,username password login 
2,3,0,0,0,0,0,1,0,0,login 
0,4,2,0,0,0,0,0,2,0,username password login 
2,7,0,0,0,0,5,0,0,0,password register 
2,9,0,4,0,0,3,0,0,0,login 
3,13,0,4,0,0,6,0,0,0,password login 
4,10,0,4,0,0,2,0,0,0,username password login register 
1,7,3,0,0,0,2,0,0,1,username password login 
5,8,0,0,0,0,3,0,0,0,password login 
4,6,0,0,0,0,2,0,0,0,password login 
3,5,0,0,0,0,2,0,0,0,verify 
5,8,0,1,0,0,1,0,0,1,password 
3,5,0,0,0,0,2,0,0,0,password login 
1,7,3,0,0,0,2,0,0,1,username password login 
4,7,1,0,0,0,2,0,0,0,username password login 
1,6,2,0,0,0,2,0,0,1,username password login 
5,8,0,0,0,0,3,0,0,0,
4,6,0,0,0,0,2,0,0,0,username password login 
2,2,0,0,0,0,0,0,0,0,login 
4,7,0,1,0,1,2,0,0,0,username password login 
3,7,2,0,0,0,2,0,0,0,password login register 
1,14,1,0,0,0,12,0,0,0,username password 
3,7,0,2,0,0,2,0,0,0,username password login 
2,8,0,3,0,0,3,0,0,0,password login 
2,4,0,0,0,0,2,0,0,0,password login 
3,5,0,0,0,0,2,0,0,0,password login 
2,5,0,1,0,0,2,0,0,0,username password login register 
1,3,0,0,0,0,2,0,0,0,register 
3,4,0,0,0,0,1,0,0,0,register 
3,8,0,4,0,0,1,0,0,0,password login 
1,1,0,0,0,0,0,0,0,0,login 
1,3,0,0,0,0,2,0,0,0,password 
5,8,0,0,0,0,3,0,0,0,username password login 
2,7,1,0,0,0,4,0,0,0,password login register 
6,10,0,2,0,1,2,0,0,0,username password login 
4,8,0,2,0,1,2,0,0,0,username password login 
2,2,0,0,0,0,0,0,0,0,password login 
2,9,0,1,0,1,6,0,0,0,
2,5,1,0,0,0,2,0,0,0,username password login register 
4,8,0,1,0,0,3,0,0,0,password login 
4,7,0,1,0,0,2,0,0,0,password login 
2,5,0,0,0,0,3,0,0,0,password 
2,4,0,0,0,0,2,0,0,0,register 
4,11,1,3,0,0,3,0,0,0,password login register 
2,8,0,1,0,0,3,0,0,2,username password login 
2,7,0,1,0,0,4,0,0,0,password login 
4,6,0,0,0,0,2,0,0,0,username password login 
1,3,0,0,0,0,2,0,0,0,password login verify 
8,10,1,1,0,0,0,0,0,0,
1,7,3,0,0,0,3,0,0,0,username password login 
1,7,3,0,0,0,2,0,0,1,username password login 
4,6,0,0,0,0,2,0,0,0,password login 
3,7,1,1,0,0,1,0,0,1,username password login 
6,9,0,1,0,0,2,0,0,0,username password login 
5,10,0,1,0,0,4,0,0,0,username password login 
3,6,1,0,0,0,2,0,0,0,username password login register 
5,8,0,1,0,0,1,0,0,1,username password login 
1,5,2,0,0,0,2,0,0,0,password 
0,1,0,1,0,0,0,0,0,0,
0,5,1,2,0,0,2,0,0,0,password login 
2,3,0,0,0,0,1,0,0,0,register 
1,6,2,1,0,0,2,0,0,0,password login verify 
2,5,1,0,0,0,2,0,0,0,password login 
2,4,0,0,0,0,2,0,0,0,password register 
3,6,0,0,0,0,3,0,0,0,password login register 
5,7,0,0,0,0,2,0,0,0,username password 
5,7,0,0,0,0,2,0,0,0,username password 
1,3,0,0,0,0,2,0,0,0,username password login 
3,6,1,0,0,0,2,0,0,0,username password login 
3,6,1,0,0,0,2,0,0,0,username password login 
2,4,0,0,0,0,2,0,0,0,username password login 
4,8,1,3,0,1,0,0,0,0,login 
3,6,0,1,0,0,2,0,0,0,password login 
5,7,0,0,0,0,2,0,0,0,password login 
4,6,0,0,0,0,2,0,0,0,password login 
3,6,0,1,0,0,2,0,0,0,username password login 
2,4,0,0,0,0,1,0,0,1,username password login register 
2,4,0,1,0,0,1,0,0,0,login 
4,5,0,1,0,0,0,0,0,0,
4,5,0,1,0,0,0,0,0,0,login 
1,3,0,0,0,0,2,0,0,0,
0,4,2,0,0,0,0,0,2,0,
2,6,1,1,0,0,2,0,0,0,password login 
2,7,0,2,0,0,3,0,0,0,username password login register 
1,1,0,0,0,0,0,0,0,0,username password login 
1,5,2,2,0,1,0,0,0,0,login 
2,5,0,1,0,0,2,0,0,0,login 
0,3,1,0,0,0,1,0,1,0,password login 
3,5,0,0,0,0,2,0,0,0,password login 
5,10,0,1,0,1,4,0,0,0,username password login 
1,5,2,0,1,0,0,0,0,0,
2,4,0,0,0,0,2,0,0,0,username login 
3,5,1,0,0,0,1,0,0,0,login 
2,7,2,0,0,0,3,0,0,0,password login 
